step,tag,value,timestamp
50,train/loss,20.10477066040039,1785271896.8961768
50,train/lr,7.499999999999999e-06,1785271896.8965518
50,train/tokens_per_sec,426.8201754819837,1785271896.8965719
50,train/total_tokens,84878,1785271896.896582
50,perf/data_wait_ms,7.345066070556641,1785271896.8965912
50,perf/forward_ms,42.367143630981445,1785271896.8966
50,perf/backward_ms,688.2961177825928,1785271896.896608
50,perf/peak_memory_mb,1379.839232,1785271896.896615
100,train/loss,21.396045684814453,1785271933.071962
100,train/lr,1.4999999999999999e-05,1785271933.072106
100,train/tokens_per_sec,717.5691413046577,1785271933.0721228
100,train/total_tokens,168656,1785271933.072133
100,perf/data_wait_ms,4.235672950744629,1785271933.0721421
100,perf/forward_ms,24.555716514587402,1785271933.07215
100,perf/backward_ms,696.5279507637024,1785271933.0721579
100,perf/peak_memory_mb,1379.859712,1785271933.072166
