step,tag,value,timestamp
1350,lr,0.0002491800000000002,1784410090.837636
1350,grad_norm,0.8442089295902374,1784410090.837662
1350,tokens_per_sec,2420.331845911556,1784410090.837676
1350,perplexity,1017885.4350379157,1784410090.83769
1350,gpu_memory_gb,0,1784410090.837703
1400,loss,12.16623046875,1784410165.77119
1400,lr,0.0002585400000000001,1784410165.771518
1400,grad_norm,0.8260547436293276,1784410165.7715468
1400,tokens_per_sec,2403.9913254153075,1784410165.771561
1400,perplexity,407505.04525675887,1784410165.771573
1400,gpu_memory_gb,0,1784410165.771584
1400,val/loss,12.239694336710224,1784410183.199808
1400,val/perplexity,206838.65765413753,1784410183.200845
1400,val/accuracy,0.007846913479071483,1784410183.200892
1400,val/tokens,97618,1784410183.200908
1400,samples/text,8540999626077411501,1784410189.9455118
1450,loss,12.56740900039673,1784410268.9900339
1450,lr,0.0002679599999999997,1784410268.99086
1450,grad_norm,0.8595588184866068,1784410268.990894
1450,tokens_per_sec,1308.8057764352645,1784410268.9909089
1450,perplexity,653915.8098433595,1784410268.990914
1450,gpu_memory_gb,0,1784410268.9909172
1500,loss,12.6748175239563,1784410337.545724
1500,lr,0.00027731999999999985,1784410337.5460749
1500,grad_norm,0.8551127430556295,1784410337.546121
1500,tokens_per_sec,2440.325100369432,1784410337.546141
1500,perplexity,11213042.76074184,1784410337.546156
1500,gpu_memory_gb,0,1784410337.546169
1550,loss,11.86199815750122,1784410412.4655192
1550,lr,0.00028667999999999993,1784410412.468958
1550,grad_norm,0.8638865149756544,1784410412.4689941
1550,tokens_per_sec,2424.3798348362857,1784410412.469009
1550,perplexity,991979.608126099,1784410412.4690208
1550,gpu_memory_gb,0,1784410412.469032
1600,loss,12.203348693847657,1784410485.9767911
1600,lr,0.00029604,1784410485.977407
1600,grad_norm,0.8502985722754627,1784410485.9774258
1600,tokens_per_sec,2374.3990270141776,1784410485.977438
1600,perplexity,1125809.8169719495,1784410485.97745
1600,gpu_memory_gb,0,1784410485.977464
1600,val/loss,10.433240870602557,1784410503.132067
1600,val/perplexity,33970.26528798196,1784410503.132162
1600,val/accuracy,0.01963777172242824,1784410503.132236
1600,val/tokens,97618,1784410503.132258
1600,samples/text,-1421084529269371054,1784410509.870632
1650,loss,12.308767776489258,1784410586.326252
1650,lr,0.0002999962258168487,1784410586.32691
1650,grad_norm,0.8919724500148394,1784410586.326928
1650,tokens_per_sec,2252.138260843119,1784410586.3269382
1650,perplexity,649081.7491907814,1784410586.3269482
1650,gpu_memory_gb,0,1784410586.3269591
1700,loss,11.953137798309326,1784410665.540499
1700,lr,0.0002999769258996128,1784410665.541725
1700,grad_norm,0.8671287548063076,1784410665.541733
1700,tokens_per_sec,2223.5178070954603,1784410665.541738
1700,perplexity,287339.7945246875,1784410665.541742
1700,gpu_memory_gb,0,1784410665.541746
1750,loss,11.55743330001831,1784410738.11532
1750,lr,0.00029993986360559685,1784410738.116597
1750,grad_norm,0.8315727338642328,1784410738.116606
1750,tokens_per_sec,2407.829961621589,1784410738.11661
1750,perplexity,277035.8779550251,1784410738.1166148
1750,gpu_memory_gb,0,1784410738.116619
1800,loss,11.540722370147705,1784410810.6281369
1800,lr,0.00029988504331173555,1784410810.628832
1800,grad_norm,0.8575996803221113,1784410810.628875
1800,tokens_per_sec,2373.0576049616343,1784410810.628901
1800,perplexity,259401.60331976312,1784410810.6289248
1800,gpu_memory_gb,0,1784410810.628947
1800,val/loss,9.948078665463408,1784410827.9600582
1800,val/perplexity,20912.004801383297,1784410827.96046
1800,val/accuracy,0.035905263373558156,1784410827.960507
1800,val/tokens,97618,1784410827.9605289
1800,samples/text,2825498820729220218,1784410835.03918
1850,loss,10.972171096801757,1784410912.875028
1850,lr,0.00029981189604971,1784410912.8764732
1850,grad_norm,0.7991268428724907,1784410912.8765042
1850,tokens_per_sec,2276.4854558143543,1784410912.876519
1850,perplexity,92518.99700495056,1784410912.876534
1850,gpu_memory_gb,0,1784410912.876548
1900,loss,11.201778621673585,1784410985.051799
1900,lr,0.00029972136232662283,1784410985.05297
1900,grad_norm,0.8284142248689151,1784410985.052978
1900,tokens_per_sec,2425.0667969832393,1784410985.052983
1900,perplexity,196143.41542985663,1784410985.0529878
1900,gpu_memory_gb,0,1784410985.052997
1950,loss,10.960178928375244,1784411059.8510342
1950,lr,0.000299613096506212,1784411059.852096
1950,grad_norm,0.7808369519642901,1784411059.852104
1950,tokens_per_sec,2386.8272230971056,1784411059.852109
1950,perplexity,178959.92580435707,1784411059.852113
1950,gpu_memory_gb,0,1784411059.852117
2000,loss,11.044048480987549,1784411138.395581
2000,lr,0.00029948711137431117,1784411138.396684
2000,grad_norm,0.8386413905588409,1784411138.3967
2000,tokens_per_sec,2175.010857286171,1784411138.396706
2000,perplexity,97664.78567825469,1784411138.3967118
2000,gpu_memory_gb,0,1784411138.396717
2000,val/loss,10.413696965118314,1784411156.156606
2000,val/perplexity,33312.79928784384,1784411156.1568289
2000,val/accuracy,0.039091151222110675,1784411156.156846
2000,val/tokens,97618,1784411156.156857
2000,samples/text,6249286317187199371,1784411162.665442
