step,tag,value,timestamp
50,loss,17.191777477264406,1784407620.5601852
50,lr,5.459999999999997e-06,1784407620.561167
50,grad_norm,0.7185552672945421,1784407620.561182
50,tokens_per_sec,2725.0385337341086,1784407620.5611892
50,perplexity,142691838.0223363,1784407620.561196
50,gpu_memory_gb,0,1784407620.5612009
100,loss,20.251138153076173,1784407691.6942458
100,lr,1.482e-05,1784407691.695053
100,grad_norm,0.6710996849445435,1784407691.6950772
100,tokens_per_sec,2298.466154694372,1784407691.6950872
100,perplexity,304457084.1172514,1784407691.695096
100,gpu_memory_gb,0,1784407691.695105
150,loss,19.91439193725586,1784407772.3824499
150,lr,2.4180000000000012e-05,1784407772.383531
150,grad_norm,0.7869010618097572,1784407772.383551
150,tokens_per_sec,2364.3937188673176,1784407772.383561
150,perplexity,285371014.4847986,1784407772.383569
150,gpu_memory_gb,0,1784407772.383577
50,loss,31.360040607452394,1784407897.365519
50,lr,2.3099999999999955e-05,1784407897.366605
50,grad_norm,1.2268078203320318,1784407897.3666298
50,tokens_per_sec,2035.7160324306928,1784407897.3666391
50,perplexity,335719053.40240407,1784407897.366647
50,gpu_memory_gb,0,1784407897.366654
100,loss,19.336543998718263,1784407973.055785
100,lr,1.482e-05,1784407973.056803
100,grad_norm,0.6471584055125384,1784407973.0568268
100,tokens_per_sec,2223.2909206086274,1784407973.056841
100,perplexity,259528171.0505325,1784407973.056853
100,gpu_memory_gb,0,1784407973.0568619
150,loss,19.238698139190674,1784408049.758414
150,lr,2.4180000000000012e-05,1784408049.759438
150,grad_norm,0.6355812545858465,1784408049.759457
150,tokens_per_sec,2276.611159095835,1784408049.759466
150,perplexity,252371020.56744954,1784408049.759474
150,gpu_memory_gb,0,1784408049.7594821
200,loss,17.444156169891357,1784408127.481289
200,lr,3.354000000000001e-05,1784408127.4821901
200,grad_norm,0.668161019938907,1784408127.4822268
200,tokens_per_sec,2229.4821738201895,1784408127.482236
200,perplexity,106314083.72763434,1784408127.482243
200,gpu_memory_gb,0,1784408127.48225
200,val/loss,18.39223383983789,1784408174.089269
200,val/perplexity,97195389.95290913,1784408174.090139
200,val/accuracy,0.01963777172242824,1784408174.0901551
200,val/tokens,97618,1784408174.090164
200,samples/text,-6626109941939694283,1784408182.8058681
250,loss,19.233532333374022,1784408268.922863
250,lr,4.295999999999999e-05,1784408268.9232152
250,grad_norm,0.7408184045981652,1784408268.923264
250,tokens_per_sec,2174.4445887569977,1784408268.9232798
250,perplexity,259124116.8126031,1784408268.9232929
250,gpu_memory_gb,0,1784408268.9233038
300,loss,21.388227272033692,1784408347.484992
300,lr,5.232000000000002e-05,1784408347.485204
300,grad_norm,0.9699600458489772,1784408347.4852421
300,tokens_per_sec,2208.6803836447903,1784408347.4852538
300,perplexity,358726165.0812331,1784408347.485263
300,gpu_memory_gb,0,1784408347.4852722
350,loss,16.325342750549318,1784408423.116488
350,lr,6.167999999999998e-05,1784408423.117344
350,grad_norm,0.8117730414779574,1784408423.117364
350,tokens_per_sec,2366.148935748238,1784408423.117373
350,perplexity,71011016.65183002,1784408423.117381
350,gpu_memory_gb,0,1784408423.117388
400,loss,18.434065799713135,1784408492.332055
400,lr,7.103999999999997e-05,1784408492.332801
400,grad_norm,0.7398649642391423,1784408492.332821
400,tokens_per_sec,2147.406135228143,1784408492.332829
400,perplexity,190773801.00650927,1784408492.332837
400,gpu_memory_gb,0,1784408492.332843
400,val/loss,21.34828036048675,1784408511.032175
400,val/perplexity,485165195.4097903,1784408511.032456
400,val/accuracy,0.006720072117847118,1784408511.032473
400,val/tokens,97618,1784408511.0324821
400,samples/text,-3988513254117177811,1784408518.711596
450,loss,17.917828941345213,1784408600.563724
450,lr,8.045999999999996e-05,1784408600.565075
450,grad_norm,0.7130796578527178,1784408600.565105
450,tokens_per_sec,2172.533167850785,1784408600.565119
450,perplexity,155886214.28013885,1784408600.56513
450,gpu_memory_gb,0,1784408600.56514
500,loss,17.13775749206543,1784408679.8082602
500,lr,8.982e-05,1784408679.8093839
500,grad_norm,0.7604727017023383,1784408679.8093991
500,tokens_per_sec,1946.358434783241,1784408679.809406
500,perplexity,94931675.15911263,1784408679.809412
500,gpu_memory_gb,0,1784408679.809418
550,loss,15.035611782073975,1784408767.3534322
550,lr,9.918e-05,1784408767.3547158
550,grad_norm,0.7564582564848545,1784408767.354738
550,tokens_per_sec,2234.704353228631,1784408767.3547468
550,perplexity,26027986.559656933,1784408767.354756
550,gpu_memory_gb,0,1784408767.354763
600,loss,16.61765968322754,1784408844.459003
600,lr,0.00010853999999999992,1784408844.459152
600,grad_norm,0.8267092781866707,1784408844.4591591
600,tokens_per_sec,2350.6362068597505,1784408844.459164
600,perplexity,85850030.7309711,1784408844.459168
600,gpu_memory_gb,0,1784408844.459172
600,val/loss,17.418269955163538,1784408862.866014
600,val/perplexity,36699362.97202047,1784408862.866764
600,val/accuracy,0.03294474379725051,1784408862.8667798
600,val/tokens,97618,1784408862.866789
600,samples/text,-4400556444908835046,1784408869.6560771
650,loss,14.899662532806396,1784408954.090527
650,lr,0.00011796000000000004,1784408954.090846
650,grad_norm,0.8761711401062934,1784408954.0908659
650,tokens_per_sec,2175.240532915198,1784408954.0908768
650,perplexity,14939212.021199053,1784408954.0908868
650,gpu_memory_gb,0,1784408954.0908952
700,loss,15.570945568084717,1784409028.044296
700,lr,0.00012732000000000002,1784409028.045981
700,grad_norm,0.9739005519649379,1784409028.046002
700,tokens_per_sec,2416.531674689603,1784409028.046016
700,perplexity,22776538.17060816,1784409028.04603
700,gpu_memory_gb,0,1784409028.0460422
750,loss,14.476329250335693,1784409107.2401228
750,lr,0.00013667999999999992,1784409107.241017
750,grad_norm,0.9557972340714612,1784409107.2410722
750,tokens_per_sec,2464.244046359697,1784409107.241099
750,perplexity,7364726.568467498,1784409107.2411242
750,gpu_memory_gb,0,1784409107.2411468
800,loss,14.934149742126465,1784409181.873863
800,lr,0.00014603999999999995,1784409181.874688
800,grad_norm,0.9554281084240963,1784409181.874728
800,tokens_per_sec,2561.2790964191763,1784409181.8747342
800,perplexity,26627752.560741507,1784409181.874738
800,gpu_memory_gb,0,1784409181.874741
800,val/loss,13.80161322264439,1784409199.112614
800,val/perplexity,986198.7868487363,1784409199.112915
800,val/accuracy,0.02699297260751091,1784409199.11294
800,val/tokens,97618,1784409199.112958
800,samples/text,4448783348308573977,1784409205.936449
850,loss,13.79995080947876,1784409281.739159
850,lr,0.00015545999999999998,1784409281.7409432
850,grad_norm,0.9679219423157435,1784409281.740986
850,tokens_per_sec,2384.1022168711347,1784409281.741009
850,perplexity,6268943.582508254,1784409281.741032
850,gpu_memory_gb,0,1784409281.741054
900,loss,12.993115520477295,1784409358.368035
900,lr,0.00016481999999999996,1784409358.369409
900,grad_norm,0.9452197325606697,1784409358.3694599
900,tokens_per_sec,2186.493423797324,1784409358.369478
900,perplexity,9117506.157042246,1784409358.369492
900,gpu_memory_gb,0,1784409358.369505
950,loss,14.709891090393066,1784409428.298312
950,lr,0.00017418,1784409428.299687
950,grad_norm,0.898408926197595,1784409428.299741
950,tokens_per_sec,1993.383480861852,1784409428.299768
950,perplexity,63779867.6785779,1784409428.299795
950,gpu_memory_gb,0,1784409428.2998168
1000,loss,12.982662734985352,1784409501.352362
1000,lr,0.00018354000000000002,1784409501.353673
1000,grad_norm,0.7890792835904444,1784409501.3537128
1000,tokens_per_sec,2065.589982728029,1784409501.3537369
1000,perplexity,13189048.991633868,1784409501.353761
1000,gpu_memory_gb,0,1784409501.3537831
1000,val/loss,13.308277990688627,1784409518.7428942
1000,val/perplexity,602159.7115535141,1784409518.743178
1000,val/accuracy,0.01997582413079555,1784409518.74321
1000,val/tokens,97618,1784409518.743226
1000,samples/text,-8299107423199305559,1784409525.460076
1050,loss,15.566886577606201,1784409610.674438
1050,lr,0.00019296000000000008,1784409610.6752489
1050,grad_norm,0.988474264494582,1784409610.6752908
1050,tokens_per_sec,2409.341388126323,1784409610.67551
1050,perplexity,48243259.55108387,1784409610.675534
1050,gpu_memory_gb,0,1784409610.675552
1100,loss,14.743138523101807,1784409683.447074
1100,lr,0.0002023200000000001,1784409683.448427
1100,grad_norm,0.9893379958504316,1784409683.448479
1100,tokens_per_sec,2500.622494391387,1784409683.448506
1100,perplexity,10083084.423236782,1784409683.44853
1100,gpu_memory_gb,0,1784409683.4485528
1150,loss,14.393803577423096,1784409755.163782
1150,lr,0.00021167999999999976,1784409755.164932
1150,grad_norm,0.93301946949936,1784409755.164973
1150,tokens_per_sec,2236.2985233939044,1784409755.1649868
1150,perplexity,33108253.17316336,1784409755.165001
1150,gpu_memory_gb,0,1784409755.165011
1200,loss,13.126467742919921,1784409831.485642
1200,lr,0.00022103999999999993,1784409831.487159
1200,grad_norm,0.8323990213060238,1784409831.487167
1200,tokens_per_sec,2327.610097365359,1784409831.4871721
1200,perplexity,2702482.312954647,1784409831.487176
1200,gpu_memory_gb,0,1784409831.48718
1200,val/loss,12.955989881130312,1784409849.965986
1200,val/perplexity,423364.96232545224,1784409849.966937
1200,val/accuracy,0.01111475342662214,1784409849.966982
1200,val/tokens,97618,1784409849.967
1200,samples/text,-7114466690619356706,1784409856.664555
1250,loss,13.991379852294921,1784409943.3651268
1250,lr,0.00023045999999999993,1784409943.368525
1250,grad_norm,0.8857595476507882,1784409943.3685582
1250,tokens_per_sec,2196.3822552440624,1784409943.3685708
1250,perplexity,5766046.47704905,1784409943.368583
1250,gpu_memory_gb,0,1784409943.3685918
1300,loss,13.662124881744385,1784410020.5161548
1300,lr,0.00023982,1784410020.516968
1300,grad_norm,0.8376494436138793,1784410020.5170019
1300,tokens_per_sec,2361.2548348521327,1784410020.517022
1300,perplexity,32915015.16903695,1784410020.517034
1300,gpu_memory_gb,0,1784410020.5170372
1350,loss,12.59879861831665,1784410090.837261
